,Cardiomyocyte,Endothelial,Fibroblast,Lymphoid,Myeloid,Neuronal,Pericyte,Smooth Muscle
CEP112,0.0,0.83722055,0.0,0.0,0.0,0.0,0.0,0.0
CEP170,0.0,0.0,0.0,0.0,1.4890511,0.0,0.0,0.0
CEP350,0.9088118,0.0,0.9498857,0.0,1.1094623,0.98386014,1.1470596,0.9181516
CEP85L,0.0,0.0,0.0,1.6337148,0.0,0.0,0.0,0.0
CERS6,1.5721085,0.0,0.0,0.0,0.0,0.0,1.477722,0.0
CFAP61,0.8296024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFD,0.0,0.0,1.9944096,0.0,0.0,0.0,0.0,0.0
CFH,0.0,0.0,1.707782,0.0,0.0,0.0,0.0,0.0
CFLAR,1.5011287,1.7168081,1.3243558,1.5196166,1.2112437,0.0,0.0,0.0
CHCHD3,1.3840673,0.0,0.0,0.0,0.0,0.0,0.0,0.8859736
CHD1,0.0,0.0,0.8900011,0.0,0.86821455,0.0,1.2005073,1.7214131
CHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895082
CHD7,0.0,0.0,0.0,0.0,0.0,0.76717275,0.0,0.0
CHD9,1.1622372,0.0,2.0847754,0.0,1.2083548,1.5888016,1.692965,1.0538363
CHIC2,0.0,0.0,1.0380902,0.0,0.0,0.0,0.0,0.0
CHL1,0.0,0.0,0.0,0.0,0.0,2.922216,0.0,0.0
CHN2,1.419676,0.0,0.0,0.0,2.511806,0.0,0.0,0.0
CHPT1,1.1062367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRM2,0.84083617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST11,0.0,0.0,0.0,2.7927995,2.0419226,0.0,0.0,0.0
CHSY1,0.0,0.0,0.0,0.0,1.3789892,0.0,1.4923167,2.2817488
CKMT2,1.4015615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLASP1,1.3374673,1.0785555,1.193414,1.7990187,1.2350175,1.3921351,1.2591839,1.0449717
CLASP2,0.74788755,0.0,0.0,0.0,0.9807259,1.3977274,0.0,0.0
CLCN3,0.7379501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEC2D,0.0,0.0,0.0,1.9955531,0.0,0.0,0.0,0.0
CLIC4,1.1765476,1.8418331,1.077085,0.0,0.0,2.7412767,0.0,1.1955811
CLIC5,1.4161198,2.3807993,0.0,0.0,0.0,0.0,0.0,0.0
CLIP1,0.0,0.0,0.76028574,0.0,0.0,0.0,0.0,0.0
CLMN,0.0,0.0,0.0,0.0,0.0,1.140285,2.0020337,1.2327731
CLTC,0.0,0.0,0.0,0.0,1.3501385,0.0,0.0,0.0
CMIP,0.0,1.4002551,0.0,1.9665929,2.1311827,0.0,0.0,0.0
CMSS1,0.0,0.0,1.3426703,0.0,0.0,0.0,0.0,2.0130076
CMYA5,3.5056353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNN3,0.0,0.0,1.012413,0.0,0.0,1.4930514,0.0,1.1279411
CNOT2,0.0,0.0,0.831941,0.0,0.0,1.0022612,0.77378964,0.0
CNOT4,0.0,0.0,0.91223013,0.0,0.0,0.0,0.0,0.0
CNOT6L,0.0,1.45503,0.0,2.899501,0.0,0.0,0.0,0.0
COBL,0.884581,0.0,0.0,0.0,0.0,1.323546,0.0,0.0
COBLL1,0.0,1.3413131,0.0,0.0,0.0,0.0,1.1268566,0.0
COG5,1.3406878,0.0,1.1124344,1.5829418,1.5915993,0.0,0.0,0.0
COL12A1,0.0,0.0,1.4359386,0.0,0.0,0.0,0.0,0.0
COL15A1,0.0,0.0,1.6535792,0.0,0.0,0.0,0.0,0.0
COL18A1,0.0,0.0,0.0,0.0,0.0,0.0,0.8928444,1.7633793
COL19A1,0.7794575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL1A2,0.0,0.0,1.4846797,0.0,0.0,0.0,1.0706167,0.0
COL21A1,0.0,0.0,0.0,0.0,0.0,0.9401267,0.0,0.0
COL27A1,0.0,0.0,0.0,0.0,0.0,0.0,1.1879172,0.0
COL28A1,0.0,0.0,0.0,0.0,0.0,0.7592261,0.0,0.0
COL3A1,0.0,0.0,1.210995,0.0,0.0,0.0,0.0,0.0
COL4A1,0.7205019,2.353425,2.349342,0.0,0.0,1.5390846,2.5511231,3.173912
COL4A2,1.2805873,2.277106,2.2575042,0.0,0.0,1.7511369,2.5112505,3.019063
COL4A3,0.0,0.0,1.0808659,0.0,0.0,0.0,0.0,0.0
CERT1,0.0,0.0,0.0,0.0,0.75928676,0.0,0.0,0.0
COL4A4,0.0,0.0,1.5076653,0.0,0.0,0.0,0.0,0.0
COL5A2,0.0,0.0,2.0022182,0.0,0.0,1.1286929,0.0,0.0
COL5A3,0.0,0.0,0.0,0.0,0.0,0.0,1.0915301,0.0
COL6A1,0.0,0.0,1.4483513,0.0,0.0,0.0,0.0,0.0
COL6A2,0.0,0.0,1.5225053,0.0,0.0,0.0,1.0802231,0.0
COL6A3,0.0,0.0,2.412704,0.0,0.0,0.0,0.0,0.0
COL8A1,0.0,0.0,1.7598802,0.0,0.0,0.0,0.0,0.0
COLEC12,0.0,0.0,0.0,0.0,2.334684,0.0,0.0,0.0
COMMD10,1.5054789,0.0,0.0,0.0,1.2348423,0.0,0.0,0.0
CPE,0.0,0.0,0.0,0.0,0.0,0.0,1.7380133,1.9828234
CPEB3,0.78969216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPEB4,2.064982,0.0,0.0,0.0,1.2452252,0.0,0.0,0.0
CPED1,1.8297478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPNE8,0.0,1.6484729,0.0,0.0,1.3554553,0.0,0.0,0.0
CPQ,0.0,0.0,1.2195845,0.0,1.2829381,1.2501796,0.0,0.0
CPSF6,0.0,0.0,0.95056677,0.0,0.0,0.0,0.9713459,0.8277247
CPVL,0.0,0.0,0.0,0.0,1.6839752,0.0,0.0,0.0
CR1,0.0,0.0,0.0,0.0,1.3552418,0.0,0.0,0.0
CRADD,1.8578954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREB3L2,0.0,0.0,1.1229237,0.0,0.0,1.3366392,1.1025615,1.3301673
CREB5,0.0,1.6531521,1.9014868,0.0,0.0,2.3320336,0.0,0.0
CREBBP,0.0,0.0,1.0403336,1.1139107,0.0,0.0,0.9783881,0.0
CREM,0.0,0.0,0.0,0.0,1.369617,0.0,0.0,0.0
CRIM1,0.0,1.6684334,0.0,0.0,0.0,0.0,0.0,0.0
CRISPLD2,0.0,0.0,0.0,0.0,0.0,0.0,1.8759317,3.11866
CRTC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3853631
CRYAB,0.93946195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYBG1,0.0,0.0,0.0,1.213234,0.0,0.0,0.0,0.0
CRYBG3,0.0,1.2440814,1.1909373,0.0,0.0,0.0,0.0,0.0
CSF1R,0.0,0.0,0.0,0.0,0.98993,0.0,0.0,0.0
CSGALNACT1,1.0632389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1A1,0.9563985,0.0,1.113223,0.0,0.9313252,0.0,0.0,1.5015364
CTBP2,0.0,1.0366203,0.0,0.0,0.0,0.0,1.7360209,1.9033109
CTNNA1,1.7156851,2.0817857,1.6409688,0.0,1.3246598,2.4949975,1.5146155,2.1038537
CTNNA3,3.855325,0.0,0.0,0.0,0.0,0.0,0.0,2.6595104
CTNNB1,0.0,1.4137607,0.0,0.0,1.1517737,0.0,0.0,1.0243335
CTNND2,0.94935155,0.0,0.0,0.0,0.0,2.210851,0.0,0.0
CTSB,0.0,0.0,0.0,0.0,2.3279023,0.0,0.0,0.0
CUL1,0.0,0.0,0.977353,0.0,0.0,0.0,1.1102804,0.91186774
CUL3,0.0,0.0,0.9338486,0.0,0.0,0.0,0.74988604,0.0
CUX1,1.834408,1.0969484,2.0065942,0.0,1.6296607,0.0,1.2663202,1.6871982
CXCL12,0.0,0.0,0.7530215,0.0,0.0,0.0,0.0,0.0
DIPK2B,0.0,1.3177092,0.0,0.0,0.0,0.0,0.0,0.0
CYBRD1,0.0,0.0,1.2064636,0.0,0.0,0.0,0.0,0.0
CYTH1,0.0,1.7871908,0.0,2.2673995,1.9183526,0.0,0.0,0.0
CYTH3,0.0,0.0,0.7111459,0.0,0.0,0.0,1.3463924,0.0
CYTIP,0.0,0.0,0.0,1.6425722,0.0,0.0,0.0,0.0
DAAM1,1.144536,0.0,1.2650858,0.0,0.0,0.0,0.0,0.0
DAAM2,0.0,0.0,0.0,0.0,0.0,0.0,1.0377963,0.8242125
DAB1,0.81200856,0.0,0.0,0.0,0.0,1.1662537,0.0,0.0
DAB2IP,0.0,1.5139239,0.0,0.0,0.0,0.0,0.0,0.0
DANT2,1.8196712,0.0,0.71552515,0.0,0.0,0.0,0.0,0.0
DAPK1,0.0,0.0,0.0,0.0,1.3094578,0.0,0.0,0.0
DAPK2,1.0564604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCAF6,1.0917267,0.0,1.091201,0.0,0.0,0.0,0.0,0.0
DCBLD1,0.0,0.0,0.0,0.0,0.0,0.0,1.9522195,0.0
DCLK1,0.0,0.0,2.010668,0.0,0.0,0.0,0.0,0.0
DCN,0.0,0.0,2.8350978,0.0,0.0,0.0,0.0,0.0
DDR2,0.0,0.0,1.1514778,0.0,0.0,0.0,0.0,0.0
DDX17,1.6153305,1.7718323,1.7116759,1.9753652,1.5205936,2.0773444,1.7990888,1.79176
DDX5,0.7351411,1.5269804,1.5899658,1.5804796,1.3174101,1.0389155,1.3550282,1.5269812
DENND1A,0.0,0.0,1.3418868,0.0,2.1250448,0.0,1.484086,0.0
DENND2A,0.0,0.0,0.0,0.0,0.0,1.2183251,1.6542629,0.0
DENND3,0.0,0.0,0.0,0.0,1.1851898,0.0,0.0,0.0
DENND4A,1.0305524,0.0,1.3580785,1.6822965,1.4475216,0.7409539,0.0,0.0
DENND4C,0.0,0.0,1.064606,0.0,1.2714667,0.0,0.0,0.0
DENND5A,0.0,0.0,1.1423153,0.0,1.1377583,0.0,1.1973925,0.0
DENND5B,1.5439905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DES,1.6891749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGKD,0.9116956,0.0,0.0,0.0,1.4072043,0.0,1.2801182,1.4786365
DGKG,0.783021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGKH,0.0,1.5412444,0.0,0.0,0.0,0.0,1.138407,1.5335028
DIAPH1,0.8160333,0.0,0.0,1.6337148,0.0,0.0,0.0,0.0
DIAPH2,0.70705676,1.5013998,1.8014076,1.3546052,1.7280437,0.0,2.2531729,1.8853916
DICER1,0.0,0.0,1.149485,0.0,1.1218756,1.0520746,0.0,0.0
DIP2A,0.0,0.0,0.0,1.5853986,0.0,0.0,0.0,0.0
DIP2B,1.226436,0.0,0.0,0.0,1.4757667,1.2336332,0.0,0.0
DIP2C,1.949691,0.0,0.9079722,0.0,0.0,2.3467739,0.0,1.3388169
DIRC3,0.0,0.0,0.0,0.0,1.8258379,0.0,0.0,0.0
DISC1,0.0,0.0,0.0,0.0,1.4399809,0.0,0.0,0.0
DLC1,1.4112542,1.6144165,2.3335605,0.0,0.0,3.2256205,4.7354736,3.8218315
DLEU2,0.0,0.0,0.0,1.6003897,1.9579203,1.2506242,0.0,0.0
DLG1,0.9428452,0.0,1.162426,0.9102981,0.0,1.0917267,0.9056836,0.0
DLG2,2.6428146,0.0,1.5365739,0.0,0.0,0.0,0.0,0.0
DMD,3.8693528,0.0,1.5686398,0.0,0.84882534,2.2667017,2.205175,2.842295
DMXL1,0.0,0.0,0.0,0.0,1.0672269,0.0,0.0,0.0
DMXL2,0.0,0.0,0.0,0.0,1.9041162,0.0,0.0,0.0
DNAJC1,0.0,0.0,1.1059998,1.2438183,0.0,0.0,0.0,1.2434714
DNAJC5,0.0,0.0,0.0,0.0,0.86239696,0.0,0.0,0.0
DNM2,0.0,0.0,0.0,0.0,1.118258,0.0,0.0,0.0
DOCK1,0.0,2.2388175,1.667125,0.0,0.0,0.0,1.3913405,1.2454033
DOCK10,0.0,0.0,0.0,2.3071437,0.0,0.0,0.0,0.0
DOCK11,0.0,0.0,0.0,1.3370717,1.6724031,0.0,0.0,0.0
DOCK2,0.0,0.0,0.0,2.0081048,2.2474127,0.0,0.0,0.0
DOCK3,1.389924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK4,1.113223,2.6773412,1.0730798,0.0,2.8977642,0.0,0.0,0.0
DOCK5,1.1966265,0.0,0.0,0.0,0.0,2.0295737,0.0,0.0
DOCK7,0.0,0.0,0.0,0.0,0.0,1.4288986,0.0,0.0
DOCK8,0.0,0.0,0.0,1.9643049,1.7411581,0.0,0.0,0.0
DOCK9,0.0,2.1947396,0.0,0.0,0.0,0.0,0.0,0.0
DPF3,2.390236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000248079,1.1457415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000229358,0.8966936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPY19L2,1.3220813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189212,1.1932139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPYD,1.0737772,1.5867884,2.3087735,2.3761878,2.9087996,1.7910306,1.9132895,1.1652677
DPYSL2,0.0,0.0,1.2110364,0.0,0.0,0.9005354,1.2647665,0.0
DSCAML1,0.0,0.0,0.0,0.0,0.0,0.0,1.4597057,0.0
DSE,0.0,0.0,0.0,0.0,0.9778185,0.0,0.0,0.0
DST,2.919653,1.688815,2.3582788,0.0,1.1495588,3.532886,1.761176,1.5045259
DTNA,2.6617687,0.0,0.0,0.0,1.5725625,1.1770133,0.0,0.0
DYM,0.86925673,1.3797677,1.422894,1.6258011,1.2139826,0.9254476,1.3497152,0.9931456
DYNC1I1,1.5543073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYRK1A,1.3614136,1.3009338,1.3361222,1.8270624,1.5451503,1.2866246,1.6881859,1.56275
EBF1,0.0,1.5110965,2.6073318,0.0,0.0,0.0,2.69635,2.4345212
EBF2,0.0,0.0,1.7797432,0.0,0.0,0.0,2.3149862,1.7439275
ECE1,0.0,0.0,0.7418747,0.0,0.0,0.0,1.0127478,0.86933994
ECHDC2,0.77365685,0.0,0.8736644,0.0,0.0,0.0,0.0,0.0
EDNRA,0.0,0.0,0.0,0.0,0.0,0.0,1.2775927,1.5815518
EDNRB,0.0,0.0,0.0,0.0,0.0,0.0,1.6266168,0.9012795
EEA1,0.71302325,0.0,0.87570214,0.0,0.0,0.0,0.0,0.0
EFEMP1,0.0,0.0,0.9704796,0.0,0.0,0.0,0.0,0.0
EFNA5,2.2922611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFR3A,0.0,0.0,0.0,0.0,1.0131428,0.0,0.0,0.0
EGFL7,0.0,1.5893446,0.0,0.0,0.0,0.0,0.0,0.0
EGFLAM,0.0,0.0,0.0,0.0,0.0,0.0,3.0474372,1.6144166
EGFR,0.0,0.0,2.2215667,0.0,0.0,0.0,0.0,0.0
EGLN1,0.8726088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHBP1,0.0,0.0,1.2482281,0.0,0.0,3.2638838,0.0,0.0
EIF4G3,0.82601225,1.8303485,1.5259937,1.4376504,2.506208,0.0,1.4640336,1.2201312
ELF1,1.22169,0.0,1.3988752,1.6706243,1.5810916,0.0,0.0,0.0
ELF2,1.1743028,1.5434114,1.8543537,0.0,1.9934231,1.609758,1.3250654,1.2704518
ELL2,2.1242876,0.0,1.3087672,0.0,1.0885152,0.7646477,1.1264347,3.2867365
ELMO1,0.0,2.3754728,1.3129228,2.2698865,2.5838013,2.4535723,0.0,0.0
ELOVL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.531867
EMB,0.0,0.0,0.0,1.8294013,1.148896,0.0,0.0,0.0
EMCN,0.0,2.294915,0.0,0.0,0.0,0.0,0.0,0.0
EMILIN2,0.0,0.0,0.0,0.0,0.95008117,0.0,0.0,0.0
EML4,0.0,0.0,0.0,2.7006161,0.0,0.0,0.9921676,0.0
EMP1,0.0,1.1358175,0.81490904,0.0,0.0,0.0,0.0,0.0
ENAH,0.876602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG,0.0,1.5537679,0.824535,0.0,0.0,0.0,0.0,0.0
ENOSF1,0.69414866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENOX1,1.1949375,0.0,0.0,0.0,0.0,0.0,1.4175398,0.0
ENPEP,0.0,0.0,0.0,0.0,0.0,0.0,2.3632483,2.694728
EPAS1,0.0,2.387057,1.2302799,0.0,0.0,0.0,1.5804023,2.0319126
EPB41,0.8020749,0.0,0.0,1.8103349,0.0,0.0,0.0,0.0
EPB41L2,0.0,1.3365357,1.8817267,0.0,0.0,2.4527745,1.5450051,0.0
EPB41L3,0.0,0.0,0.0,0.0,2.721726,0.0,0.0,0.0
EPB41L4A,0.0,1.922287,0.0,0.0,0.0,0.0,1.4155881,0.0
EPC1,0.7213974,0.0,0.7215606,1.4167124,0.0,0.0,0.0,0.0
EPHA3,0.0,0.0,0.0,0.0,0.0,0.0,1.3104457,0.0
EPS15,0.81985205,0.0,1.2291666,1.7444146,1.8531997,1.0659769,0.74956304,0.0
EPS8,0.0,0.0,2.2681756,0.0,0.0,0.0,3.596705,2.7739031
ERBB4,2.3140159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBIN,0.8231349,0.0,1.1096666,1.5908222,1.3221824,1.3321052,0.0,0.0
ERC1,1.5707992,1.9145212,1.6356237,0.0,1.4748564,1.4756366,1.7082446,1.4930515
ERG,0.0,1.6002483,0.0,0.0,0.0,0.0,0.0,0.0
ESRRG,2.1596475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESYT2,1.4611027,2.2542791,1.3290339,1.5492322,0.0,1.1102121,1.7997905,2.370181
ETFA,0.7040735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETFDH,0.7636976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETS1,0.0,1.7674901,0.0,2.8160625,0.0,0.0,1.3039566,0.0
ETS2,0.0,1.159827,0.0,0.0,0.0,0.0,0.0,0.78184116
ETV6,0.74747765,1.5160007,1.1724521,1.2395294,2.4495983,0.0,1.2012382,2.6115932
EVA1C,0.0,2.1387987,0.0,0.0,0.0,0.0,0.0,0.0
EVI5,1.0304365,0.0,1.228312,0.0,1.535787,1.0357401,0.95738626,1.0317765
EVL,0.0,0.0,0.0,0.88196754,0.0,0.0,0.0,0.0
EXOC4,1.4862437,1.628096,1.7447069,2.0449438,2.0672798,1.5909766,1.717089,1.6138525
EXOC6B,2.8845756,1.5672873,1.3427746,0.0,1.6582652,1.5065712,1.5725625,1.3796802
EXT1,0.0,2.3323696,2.5207677,0.0,0.0,1.4632677,0.0,0.0
EYA4,1.5719573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F13A1,0.0,0.0,0.0,0.0,4.065999,0.0,0.0,0.0
F8,0.0,2.5426006,0.0,0.0,0.0,0.0,0.0,0.0
FAF1,1.6139331,1.3711501,1.3235462,1.7502849,1.245049,1.505479,1.5412444,1.4006016
FAM110B,0.0,0.0,1.1423154,0.0,0.0,0.0,0.8802211,0.79782975
FAM120B,0.6937227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYCC1,0.0,0.0,0.0,0.0,0.0,1.5684893,0.0,0.0
NIBAN1,1.9345961,0.0,0.0,1.781316,0.0,1.3198158,0.0,0.0
FAM13A,0.0,0.0,0.8512795,0.0,1.6744845,0.0,1.7379167,0.0
FAM13B,1.1039742,0.0,0.0,0.0,0.8976846,0.0,0.0,0.0
FHIP1A,1.4900489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARB2A,0.8547961,1.1242197,1.654434,1.8469658,1.2618093,1.3238497,1.3012257,0.0
GASK1B,0.0,0.0,1.4119387,0.0,0.0,0.0,0.0,0.0
TASOR2,0.0,0.0,1.1101439,0.0,0.0,0.0,0.99280846,0.0
FAM20A,0.0,0.0,0.0,0.0,1.5383663,0.0,0.0,0.0
ATOSA,0.7473899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM219A,0.0,1.0708687,0.0,0.0,0.0,0.0,0.0,0.0
TENT5A,0.7584107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYRIA,0.0,0.0,0.0,0.0,1.57514,0.0,0.0,0.0
CYRIB,0.0,0.0,0.0,2.0525475,1.9628131,0.0,0.0,0.0
FAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862658
FBLN1,0.0,0.0,1.1528848,0.0,0.0,0.0,0.0,0.0
FBLN5,0.0,0.0,1.421402,0.0,0.0,0.0,0.0,0.0
FBN1,0.0,0.0,2.776784,0.0,0.0,0.0,0.0,0.0
FBXL17,1.7687497,0.0,0.99894404,1.6896293,0.96096647,0.0,0.0,0.0
FBXL20,0.81949687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL7,1.6358871,2.633669,2.407381,0.0,0.0,0.0,0.0,0.0
FBXO11,0.8534399,0.0,1.0859089,0.0,1.5092413,1.2506242,0.8441124,0.90573484
FBXO32,1.0966163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXW11,0.9345052,0.0,0.0,0.0,0.8044232,0.0,0.0,0.0
FBXW7,1.6427319,1.382612,0.0,1.7495055,1.3106446,0.0,0.0,0.0
FCHO2,0.0,0.0,0.0,0.0,1.395211,0.0,0.0,0.0
FCHSD2,1.385807,2.004438,0.0,0.39519113,2.9039643,0.0,0.0,1.4214134
FER,0.7535273,1.3395429,1.6578066,0.0,1.6979609,1.6877365,1.5009933,1.4905161
FERMT2,0.0,1.0129712,0.82554317,0.0,0.0,0.0,1.3500855,0.7342408
FGD4,0.9690565,1.211906,0.0,0.0,2.0060046,0.0,0.0,0.0
FGF12,3.720685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,0.0,0.0,1.6346678,0.0,0.0,0.0,0.0,0.0
FGFR1,0.0,0.0,1.1059998,0.0,0.0,0.0,0.0,0.0
FHIT,2.518292,0.0,0.0,0.0,2.1995273,0.0,0.0,0.0
FHL2,3.2407885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHOD3,2.381754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIGN,0.0,0.0,0.0,0.0,0.0,2.764125,0.8132379,0.0
FILIP1,2.3807993,0.0,1.5331466,0.0,0.0,0.0,1.0398605,2.110411
FILIP1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082998
FKBP5,1.1026957,0.0,1.4254087,2.097925,2.1547608,0.8089216,0.0,0.0
FLI1,0.0,2.0202518,0.0,1.7163401,1.6298256,0.0,0.0,0.0
FLNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1196474
FLNB,0.0,1.6305683,0.0,0.0,0.0,0.0,0.0,0.0
FLT1,0.0,4.035887,0.0,0.0,0.0,0.0,1.7181206,0.0
FMN1,0.0,0.0,0.0,0.0,2.6074288,0.0,0.0,0.0
FMNL2,0.0,1.6629548,0.8930144,0.0,1.6793475,1.2404019,0.0,0.0
FMO2,0.0,0.0,1.5233934,0.0,0.0,0.0,0.0,0.0
FN1,0.0,0.0,1.0004094,0.0,0.0,0.0,0.0,0.0
FNBP1,0.0,0.0,0.0,2.2639163,1.7067668,0.0,1.1749985,1.1475053
FNBP1L,1.1127084,0.0,0.0,0.0,0.0,0.0,1.1880758,0.0
FNBP4,0.7400932,0.0,0.8547961,0.0,0.0,0.0,0.7718068,0.0
FNDC3A,2.098582,0.0,1.0438378,0.0,1.4260092,1.2900491,1.1469864,1.1035038
FNDC3B,2.1651092,2.113924,3.3467293,1.693872,2.037849,2.6798115,2.4639182,1.9278302
FNIP2,2.211801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOCAD,0.9820291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOSL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9695647
FOXJ3,0.75965106,0.0,0.0,0.0,0.0,1.1312463,0.0,0.0
FOXN3,1.3033705,1.1838124,1.0684167,1.7063053,1.5588852,0.0,0.0,0.0
FOXO1,0.8520497,1.3641715,1.5752919,1.7083441,0.0,2.7012632,0.0,0.0
FOXO3,1.100215,0.0,1.9378113,0.0,1.9665922,1.0289898,1.0225624,1.5927483
FOXP1,1.893575,1.6962304,1.780529,2.9021664,2.523684,1.3144143,1.6462724,1.4470296
FOXP2,0.0,0.0,2.0437727,0.0,0.0,0.0,0.0,0.0
FRMD3,0.0,0.0,0.0,0.0,0.0,0.0,3.2914815,0.0
FRMD4A,0.0,1.6869287,0.9404596,0.0,2.1782103,2.4333336,0.0,1.324154
FRMD4B,0.0,0.0,0.0,0.0,3.0032525,0.0,0.0,0.0
FRMD5,0.0,0.0,0.0,0.0,0.0,2.6040797,0.0,0.0
FRY,1.6249772,0.0,0.0,0.0,0.0,0.0,1.196949,1.1083393
FRYL,0.8144182,2.083477,0.9868058,1.7538638,1.3101985,0.0,1.327148,1.107584
FSTL1,0.7260748,0.0,1.7363739,0.0,0.0,0.0,0.0,0.0
FTH1,0.0,0.0,1.0915954,0.0,1.6466949,0.0,0.0,0.0
FTL,0.0,0.0,1.7698095,0.0,1.6827258,0.87002164,0.0,0.0
FTO,1.1183621,0.0,1.5760521,0.0,0.0,1.223719,1.4318019,1.4211042
FTX,2.2951555,2.0824516,3.0090346,2.2223253,2.6640363,2.7292583,2.6333191,2.60806
FYB1,0.0,0.0,0.0,1.9796596,0.938277,0.0,0.0,0.0
FYB2,1.0201178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FYN,0.0,0.0,1.6829934,3.430546,0.0,1.3818856,1.3588296,0.0
